name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,car_company_name
Volkswagen Polo 1.5 TDI Comfortline,2014,60000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,5.0,Volkswagen
